Sr. No.,State,Branch Name,Client id,Center Name,Loan Id,Loan Amount,Net Deduct,Interest Collection,Pre Pay Amount,Net Amount,Date,Transaction date
7596,Odisha,Nayagarh,4601702,Ashrudhipa nayagarh,3607849,50000,3797,0,0,46203,12-07-2024,12-07-2024
7597,Odisha,Nayagarh,4604318,KALIKAPRASADD,3608598,50000,3797,0,0,46203,12-07-2024,12-07-2024
7598,Odisha,Nayagarh,4604565,KALIKAPRASADD,3609109,50000,3797,0,0,46203,12-07-2024,12-07-2024
7599,Odisha,Nayagarh,4604697,KALIKAPRASADD,3609110,40000,3278,0,0,36722,12-07-2024,12-07-2024
7600,Odisha,Nayagarh,4604939,KALIKAPRASADD,3608600,50000,3797,0,0,46203,12-07-2024,12-07-2024
7601,Odisha,Nayagarh,4605040,gabadih gaudasahi,3609589,50000,3797,0,0,46203,12-07-2024,12-07-2024
7602,Rajasthan,Neem Ka Thana,2855742,Dalpatpura Ty,3608692,85000,5785,56,26361,52798,12-07-2024,12-07-2024
7603,Rajasthan,Nimbahera,2632096,Meghpura nai abadi,3610387,85000,5785,14,19882,59319,12-07-2024,12-07-2024
7604,Rajasthan,Nimbahera,2632149,Meghpura nai abadi,3610388,85000,5785,14,19882,59319,12-07-2024,12-07-2024
7605,Rajasthan,Nimbahera,3231728,Dulakheda,3607706,85000,5785,72,33846,45297,12-07-2024,12-07-2024
7606,Odisha,Nischintakoili,4605978,Anandapur,3609704,36000,3069,0,0,32931,12-07-2024,12-07-2024
7607,Rajasthan,Nohar,3059565,Ramsara ramdev mandir ss,3611310,75000,5245,94,18920,50741,12-07-2024,12-07-2024
7608,Rajasthan,Nohar,3272578,FOURTEEN CHAK RAMGARH,3610529,85000,5785,48,33578,45589,12-07-2024,12-07-2024
7609,Rajasthan,Nohar,3292096,NIMLA SSS,3610591,85000,5785,48,22454,56713,12-07-2024,12-07-2024
7610,Rajasthan,Nokha,1338500,MORKHANA BAS STAND,3610769,100000,6594,29,20029,73348,12-07-2024,12-07-2024
7611,Rajasthan,Nokha,1338682,MORKHANA BAS STAND,3610770,100000,6594,24,16766,76616,12-07-2024,12-07-2024
7612,Rajasthan,Osian,2669403,swamiyo ki dhaniya,3608973,85000,5785,57,19940,59218,12-07-2024,12-07-2024
7613,Rajasthan,Osian,2883181,veer teja nagar bana ka bas sc,3611051,85000,5785,37,25955,53223,12-07-2024,12-07-2024
7614,Rajasthan,Osian,3033037,baba Ramdev nagar harlaya,3611188,85000,5785,61,28493,50661,12-07-2024,12-07-2024
7615,Rajasthan,Osian,3172703,ganganiyo ki dhaniyaa,3611280,85000,5785,110,30756,48349,12-07-2024,12-07-2024
7616,Rajasthan,Padmapur,2904673,41RB 2,3611082,75000,5245,0,24121,45634,12-07-2024,12-07-2024
7617,Rajasthan,Padmapur,3171083,ward no one kesrisinghpur,3609394,75000,5245,44,31089,38622,12-07-2024,12-07-2024
7618,Gujarat,Palitana,3061508,Juna Padar SP,3610019,85000,5785,62,28830,50323,12-07-2024,12-07-2024
7619,Gujarat,Palitana,4607094,Nava sanala,3609888,60000,4316,0,0,55684,12-07-2024,12-07-2024
7620,Gujarat,Palitana,4607294,Nava sanala,3609889,60000,4316,0,0,55684,12-07-2024,12-07-2024
7621,Himachal Pradesh,Paonta Sahib,2585750,Dimple,3609926,85000,5785,14,20183,59018,12-07-2024,12-07-2024
7622,Himachal Pradesh,Paonta Sahib,2636105,kiran Sirmauri tal,3611454,85000,5785,372,19308,59535,12-07-2024,13-07-2024
7623,Himachal Pradesh,Paonta Sahib,2891144,Gulab Gojar A,3610368,85000,5785,562,29210,49443,12-07-2024,12-07-2024
7624,Rajasthan,Parbatsar,2778933,Gujaro ka mohalla Adarava,3611186,85000,5785,33,23252,55930,12-07-2024,12-07-2024
7625,Odisha,Parjang,4605597,Sarang Anantasayan,3609665,50000,2341,0,0,47659,12-07-2024,12-07-2024
7626,Himachal Pradesh,Parwanoo,4413466,Kanta devi village rampur jangi,3611023,50000,3797,0,0,46203,12-07-2024,12-07-2024
7627,Himachal Pradesh,Parwanoo,4413609,Kanta devi village rampur jangi,3611024,50000,3797,0,0,46203,12-07-2024,12-07-2024
7628,Himachal Pradesh,Parwanoo,4603862,Surjpur mahadev colomy,3610544,50000,3797,0,0,46203,12-07-2024,12-07-2024
7629,Himachal Pradesh,Parwanoo,4611497,Kanta devi village rampur jangi,3611025,50000,3797,0,0,46203,12-07-2024,12-07-2024
7630,Jharkhand,Patan,4590403,Budhandih,3610095,45000,3537,0,0,41463,12-07-2024,12-07-2024
7631,Jharkhand,Patan,4607148,jaspur two,3610731,35000,3018,0,0,31982,12-07-2024,13-07-2024
7632,Haryana,PATAUDI,1310951,Narhera new sunita,3608576,60000,4316,0,0,55684,12-07-2024,12-07-2024
7633,Haryana,PATAUDI,4610624,JATOLA GEETA,3610902,60000,4316,0,0,55684,12-07-2024,12-07-2024
7634,Gujarat,Petlad,940660,Ramjipura A,3606914,85000,5785,24,10249,68942,12-07-2024,13-07-2024
7635,Gujarat,Piplod,1945904,Toyani nishal Faliyu Abc,3611438,100000,6594,2,2569,90835,12-07-2024,12-07-2024
7636,Gujarat,Piplod,4605810,Saliya Suthar Faliyu A,3609738,50000,3797,0,0,46203,12-07-2024,12-07-2024
7637,Gujarat,Piplod,4609874,Vadela Mali faliyu AD,3610979,50000,3797,0,0,46203,12-07-2024,12-07-2024
7638,Haryana,Pundri,4605364,Raison Near Mandir,3608935,50000,3797,0,0,46203,12-07-2024,12-07-2024
7639,Jharkhand,Rajdhanwar,3980145,khajmunda,3608453,35000,3018,0,0,31982,12-07-2024,12-07-2024
7640,Rajasthan,Rajsamand,1613673,Gaon gurha As,3609729,100000,6594,52,36351,57003,12-07-2024,12-07-2024
7641,Rajasthan,Ramganjmandi,1024340,KLOTIYA DLD,3608088,100000,6594,90,21117,72199,12-07-2024,12-07-2024
7642,Rajasthan,Ramganjmandi,1632777,Piplada HC,3611326,85000,5785,0,29787,49428,12-07-2024,13-07-2024
7643,Rajasthan,Ramganjmandi,4610903,mamtalakhariya,3610642,40000,3278,0,0,36722,12-07-2024,12-07-2024
7644,Rajasthan,Ramganjmandi,4611084,mamtalakhariya,3610640,50000,3797,0,0,46203,12-07-2024,12-07-2024
7645,Rajasthan,Ratangarh,4122251,sehla,3609301,60000,4316,0,0,55684,12-07-2024,12-07-2024
7646,Rajasthan,Ratangarh,4482360,sehla,3609339,60000,4316,0,0,55684,12-07-2024,12-07-2024
7647,Madhya Pradesh,Ratlam,4544499,ranishing ss,3604210,40000,3278,0,0,36722,12-07-2024,12-07-2024
7648,Madhya Pradesh,Ratlam,4603571,Biladi R,3608402,50000,3797,0,0,46203,12-07-2024,12-07-2024
7649,Madhya Pradesh,Ratlam,4603667,Biladi R,3608401,50000,3797,0,0,46203,12-07-2024,12-07-2024
7650,Madhya Pradesh,Ratlam,4603796,Biladi R,3608400,40000,3278,0,0,36722,12-07-2024,12-07-2024
7651,Rajasthan,Rawatbhata,4599407,mahupura chandrkala,3609846,60000,4316,0,0,55684,12-07-2024,12-07-2024
7652,Madhya Pradesh,Rewa,2834637,mahasanw radio station k pass,3610484,85000,5785,81,22720,56414,12-07-2024,12-07-2024
7653,Madhya Pradesh,Rewa,3157609,uktha kanchanpur,3608940,85000,5785,45,31753,47417,12-07-2024,12-07-2024
7654,Rajasthan,Sagwara,2007388,SUVARA S,3611013,85000,5785,3,1856,77356,12-07-2024,12-07-2024
7655,Rajasthan,Sagwara,2073729,parwa pargi fala dp,3611279,65000,4707,4,5638,54651,12-07-2024,12-07-2024
7656,Rajasthan,Sagwara,2365427,Ragela busstation,3610407,65000,2737,50,11643,50570,12-07-2024,12-07-2024
7657,Rajasthan,Sagwara,2556447,Ragela busstation,3610319,75000,5245,60,14060,55635,12-07-2024,12-07-2024
7658,Rajasthan,Sagwara,3105373,Batikada AS,3610122,85000,3394,141,32982,48483,12-07-2024,12-07-2024
7659,Odisha,Sakhigopal,4606017,Saraswatipur AB,3609211,36000,3069,0,0,32931,12-07-2024,13-07-2024
7660,Gujarat,Sanjeli,1091233,Taviyad faliyu javesi DX,3611249,100000,6594,742,38549,54115,12-07-2024,13-07-2024
7661,Gujarat,Sanjeli,2059446,kheda faliyu kadval pp,3611313,100000,6594,80,4875,88451,12-07-2024,12-07-2024
7662,Gujarat,Sanjeli,2309909,Kharod Kakri dungri fliyu NN,3611227,75000,5245,252,14137,55366,12-07-2024,12-07-2024
7663,Gujarat,Sanjeli,2770530,Nishavaa faliyu Anopra,3611070,85000,5785,17,23427,55771,12-07-2024,12-07-2024
7664,Gujarat,Sanjeli,3073914,Dungra katara faliyu Dungra R,3610911,85000,5785,542,31681,46992,12-07-2024,12-07-2024
7665,Gujarat,Sanjeli,3121862,baria faliyu borgota PP,3610225,85000,5785,20,28097,51098,12-07-2024,12-07-2024
7666,Gujarat,Sanjeli,3212103,Pata faliyu suthar vasa CCC,3610873,85000,5785,22,31089,48104,12-07-2024,12-07-2024
7667,Gujarat,Sanjeli,3251125,Janvad Muvadi JR,3610563,85000,5785,634,32966,45615,12-07-2024,12-07-2024
7668,Gujarat,Sanjeli,4606836,Bamaniya faliyu Jasuni SP,3609669,60000,4316,0,0,55684,12-07-2024,12-07-2024
7669,Gujarat,Santrampur,2276613,makavana faliya Garadiya SRB,3611364,85000,5785,76,15167,63972,12-07-2024,12-07-2024
7670,Gujarat,Santrampur,3050405,mahudi Faliyu bay pass JR,3610060,85000,5785,141,28211,50863,12-07-2024,12-07-2024
7671,Gujarat,Santrampur,4401934,DAMOR Faliyu Sanbar RD,3609054,60000,4316,0,0,55684,12-07-2024,12-07-2024
7672,Gujarat,Santrampur,4593912,nishal Faliyu bhugad R,3609213,60000,4316,0,0,55684,12-07-2024,12-07-2024
7673,Gujarat,Santrampur,4598658,khuta Faliyu narsingpur,3610293,60000,4316,0,0,55684,12-07-2024,12-07-2024
7674,Gujarat,Santrampur,4606743,nishal Faliyu bhugad R,3609214,60000,4316,0,0,55684,12-07-2024,12-07-2024
7675,Gujarat,Santrampur,4606902,nishal Faliyu bhugad R,3609224,60000,4316,0,0,55684,12-07-2024,12-07-2024
7676,Rajasthan,Sardarshahar,3239686,keekasar rn,3611071,85000,5785,456,22085,56674,12-07-2024,12-07-2024
7677,Rajasthan,Sardarshahar,4607615,Hariyasar e,3609957,60000,4316,0,0,55684,12-07-2024,12-07-2024
7678,Uttar Pradesh,Sarsawa,4318522,Dedhnour D,3608684,50000,3797,0,0,46203,12-07-2024,12-07-2024
7679,Uttar Pradesh,Sarsawa,4391257,Dedhnour D,3608685,50000,3797,0,0,46203,12-07-2024,12-07-2024
7680,Uttar Pradesh,Sarsawa,4487379,Dedhnour D,3608686,40000,3278,0,0,36722,12-07-2024,12-07-2024
7681,Rajasthan,Shahpura 2,1088675,RAKSHI C,3611129,100000,6594,0,25450,67956,12-07-2024,13-07-2024
7682,Rajasthan,Shakkargarh,2772699,Datoonda,3610352,85000,5785,20,28719,50476,12-07-2024,12-07-2024
7683,Rajasthan,Shakkargarh,3299838,gul ji ka kheda cc,3609248,60000,4316,0,0,55684,12-07-2024,12-07-2024
7684,Rajasthan,Shakkargarh,4604682,serpura chudela ka jopda,3608543,60000,4316,0,0,55684,12-07-2024,12-07-2024
7685,Rajasthan,Shakkargarh,4606556,bankra dd,3609237,60000,4316,0,0,55684,12-07-2024,12-07-2024
7686,Rajasthan,Shakkargarh,4606591,bankra dd,3609238,60000,4316,0,0,55684,12-07-2024,12-07-2024
7687,Rajasthan,Shakkargarh,4606672,gul ji ka kheda cc,3609249,60000,4316,0,0,55684,12-07-2024,12-07-2024
7688,Rajasthan,Shakkargarh,4606886,new kabari  amargarh,3609241,60000,4316,0,0,55684,12-07-2024,12-07-2024
7689,Rajasthan,Shakkargarh,4607178,Kherkhata ABC,3609953,60000,4316,0,0,55684,12-07-2024,12-07-2024
7690,Madhya Pradesh,SHAMGARH,3055123,shathkheda AA,3611054,85000,5785,123,28719,50373,12-07-2024,12-07-2024
7691,Gujarat,Shant Road,1070098,Saliya Kuva Faliyu ABC,3610927,60000,4316,0,0,55684,12-07-2024,12-07-2024
7692,Gujarat,Shant Road,4610043,Dhabuka Patel Faliyu A,3610936,60000,4316,0,0,55684,12-07-2024,12-07-2024
7693,Gujarat,Shehera,4608009,Baria faliyu khatakpur A,3609745,60000,4316,0,0,55684,12-07-2024,12-07-2024
7694,Uttar Pradesh,Shikohabad,4555190,Kheriya Ahmad RCC ROAD,3609229,50000,3797,0,0,46203,12-07-2024,12-07-2024
7695,Uttar Pradesh,Shikohabad,4572069,Kheriya Ahmad RCC ROAD,3609230,40000,1993,0,0,38007,12-07-2024,12-07-2024
7696,Uttar Pradesh,Shikohabad,4606715,Kheriya Ahmad RCC ROAD,3609232,50000,3797,0,0,46203,12-07-2024,12-07-2024
7697,Rajasthan,Singhana,2842368,Kakaray GS BB,3609854,60000,4316,0,0,55684,12-07-2024,13-07-2024
7698,Rajasthan,Sirohi,4604145,Jadholi Veer Scy,3608314,60000,4316,0,0,55684,12-07-2024,12-07-2024
7699,Haryana,SIRSA,1146989,Dhani Khoowali,3610198,100000,6594,0,24193,69213,12-07-2024,12-07-2024
7700,Haryana,SIRSA,1826580,Kotali virpal,3610200,75000,3065,9,12488,59438,12-07-2024,12-07-2024
7701,Haryana,SIRSA,4586849,Dhingtania,3604256,60000,4316,0,0,55684,12-07-2024,12-07-2024
7702,Haryana,SIRSA,4595007,Dhingtania,3604693,60000,4316,0,0,55684,12-07-2024,12-07-2024
7703,Uttar Pradesh,Siyana,4477740,Jadaul cc,3609323,40000,3278,0,0,36722,12-07-2024,12-07-2024
7704,Uttar Pradesh,Siyana,4605777,Jadaul cc,3609324,50000,3797,0,0,46203,12-07-2024,12-07-2024
7705,Uttar Pradesh,Siyana,4609588,Jadaul cc,3610409,50000,3797,0,0,46203,12-07-2024,12-07-2024
7706,Haryana,Sonipat,3203001,kamla devi nagal khalan,3611476,85000,5785,651,33830,44734,12-07-2024,12-07-2024
7707,Gujarat,Sukhsar,3171212,Ashram faliyu Babrol P,3610428,75000,5245,22,31309,38424,12-07-2024,12-07-2024
7708,Gujarat,Sukhsar,4580414,Bhojela Labana Faliyu AR,3609114,60000,4316,0,0,55684,12-07-2024,12-07-2024
7709,Gujarat,Sukhsar,4608232,talgam Faliyu  Javesi V B,3610392,60000,4316,0,0,55684,12-07-2024,12-07-2024
7710,Gujarat,Sukhsar,4608307,talgam Faliyu  Javesi V B,3610393,60000,4316,0,0,55684,12-07-2024,12-07-2024
7711,Gujarat,Sukhsar,4609749,Kundala Talgamfaliyu A,3610391,60000,4316,0,0,55684,12-07-2024,12-07-2024
7712,Rajasthan,Suratgarh,3229875,Ramana chak gurudware k pass,3610496,75000,5245,148,34550,35057,12-07-2024,12-07-2024
7713,Madhya Pradesh,Suwasara,1321930,dhamdakhurda,3610091,75000,5245,43,20326,49386,12-07-2024,12-07-2024
7714,Rajasthan,Takhatgarh,1457925,Meeno ka vas Sedariya A,3610987,65000,4707,177,35473,24643,12-07-2024,12-07-2024
7715,Rajasthan,Takhatgarh,4606610,kanwla VSR,3609437,60000,4316,0,0,55684,12-07-2024,12-07-2024
7716,Odisha,Talcher,4386396,Kishoripal,3609699,50000,3797,0,0,46203,12-07-2024,12-07-2024
7717,Rajasthan,Taranagar,1723846,MADAWAS AZ,3611299,75000,5245,93,43688,25974,12-07-2024,13-07-2024
7718,Rajasthan,Taranagar,1857605,GAJSAR PB,3600132,100000,6594,3,2435,90968,12-07-2024,13-07-2024
7719,Rajasthan,Thanagazi,3168783,bamanwas kankar op,3611245,75000,5245,656,34103,34996,12-07-2024,12-07-2024
7720,Rajasthan,Thanagazi,4609149,main stand mad m,3610173,60000,4316,0,0,55684,12-07-2024,13-07-2024
7721,Madhya Pradesh,THANDLA,2505305,Mahudi maska  BBAA,3609892,85000,5785,25,17606,61584,12-07-2024,12-07-2024
7722,Madhya Pradesh,THANDLA,2791228,choti dhamni charpota faliya,3611501,85000,5785,114,22954,56147,12-07-2024,13-07-2024
7723,Madhya Pradesh,THANDLA,4603724,Naharpura mal Faliya,3608670,60000,4316,0,0,55684,12-07-2024,12-07-2024
7724,Gujarat,Thasra,1273112,Nishalni same Kunjra A,3611281,75000,5245,0,32390,37365,12-07-2024,12-07-2024
7725,Gujarat,Thasra,2770000,chitalav patiya new,3611216,85000,5785,0,26130,53085,12-07-2024,12-07-2024
7726,Gujarat,Thasra,4604528,vajeval a,3608472,60000,4316,0,0,55684,12-07-2024,12-07-2024
7727,Gujarat,Thasra,4609518,Masra  vanta A,3610978,60000,4316,0,0,55684,12-07-2024,12-07-2024
7728,Rajasthan,Udaipurwati,1558833,navodi khoti,3611272,100000,6594,19,26726,66661,12-07-2024,13-07-2024
7729,Rajasthan,Udaipurwati,1574341,navodi khoti,3611273,100000,6594,19,26726,66661,12-07-2024,13-07-2024
7730,Rajasthan,Udaipurwati,2140248,shyamgarh gudha s,3609840,85000,5785,118,6637,72460,12-07-2024,12-07-2024
7731,Rajasthan,Udaipurwati,3847132,Gungara Balaji k,3609727,60000,4316,0,0,55684,12-07-2024,12-07-2024
7732,Rajasthan,Udaipurwati,4600370,Gungara Balaji k,3609728,60000,4316,0,0,55684,12-07-2024,12-07-2024
7733,Madhya Pradesh,Ujjain,4279271,Sakrvasa,3610361,50000,3797,0,0,46203,12-07-2024,12-07-2024
7734,Madhya Pradesh,Ujjain,4523113,Gandhi nagar malanwasa,3609325,60000,2689,0,0,57311,12-07-2024,12-07-2024
7735,Madhya Pradesh,Ujjain,4606095,Bandka,3609080,60000,4316,0,0,55684,12-07-2024,12-07-2024
7736,Haryana,Uklana Mandi,2551676,Dharsul Kalan Near Dharmshala,3611587,75000,5245,20,28379,41356,12-07-2024,12-07-2024
7737,Haryana,Uklana Mandi,4102933,Daulatpur rao cloth,3611094,40000,3278,0,0,36722,12-07-2024,12-07-2024
7738,Haryana,Uklana Mandi,4600792,Samain hh,3608825,60000,4316,0,0,55684,12-07-2024,12-07-2024
7739,Haryana,Uklana Mandi,4611282,vidhya Budha khera,3610890,60000,4316,0,0,55684,12-07-2024,12-07-2024
7740,Haryana,Uklana Mandi,4611598,Daulatpur rao cloth,3611095,60000,4316,0,0,55684,12-07-2024,12-07-2024
7741,Haryana,Uklana Mandi,4611768,Lalauda Sandeep Kaur,3611240,60000,4316,0,0,55684,12-07-2024,13-07-2024
7742,Himachal Pradesh,Una,3029660,Khanpur Near Sidh Chano Mandir,3611390,75000,3065,145,29002,42788,12-07-2024,12-07-2024
7743,Himachal Pradesh,Una,3037653,Ravidas mander lalhri,3611502,85000,5785,21,29058,50136,12-07-2024,12-07-2024
7744,Himachal Pradesh,Una,3171933,Pandoga Three,3611021,85000,5785,0,20874,58341,12-07-2024,12-07-2024
7745,Gujarat,Vadali,1090929,Derol Panchal fali,3610030,100000,6594,123,24673,68610,12-07-2024,12-07-2024
7746,Gujarat,Vadali,4604480,Pruthviraj gadh new light,3608607,50000,3797,0,0,46203,12-07-2024,12-07-2024
7747,Gujarat,Valsad,2355433,Mandir street kanurbarda,3611153,100000,6594,10,14663,78733,12-07-2024,12-07-2024
7748,Gujarat,Valsad,3289639,Mil Faliyu jujwa,3611509,75000,5245,653,36636,32466,12-07-2024,13-07-2024
7749,Gujarat,Viramgam,845528,VITTHALGADH 12345,3611254,100000,6594,44,20525,72837,12-07-2024,12-07-2024
7750,Gujarat,Viramgam,1860592,NEW JALAMPURA AAA,3610194,100000,6594,0,0,93406,12-07-2024,12-07-2024
7751,Gujarat,Viramgam,4599571,NEW SHAHPUR AAA,3609848,60000,4316,0,0,55684,12-07-2024,12-07-2024
7752,Gujarat,Viramgam,4609323,NEW SHAHPUR AAA,3610197,60000,4316,0,0,55684,12-07-2024,12-07-2024
7753,Gujarat,Viramgam,4609447,NEW SHAHPUR AAA,3610328,60000,4316,0,0,55684,12-07-2024,12-07-2024
7754,Gujarat,Vyara,1360388,Bhatpur patel faliyu,3611049,100000,6594,82,38575,54749,12-07-2024,12-07-2024
7755,Gujarat,Vyara,4606790,Kalamkhet,3609718,36000,3069,0,0,32931,12-07-2024,12-07-2024
7756,Gujarat,Vyara,4606971,Kalamkhet,3609719,36000,3069,0,0,32931,12-07-2024,12-07-2024
7757,Gujarat,Vyara,4607553,Jamliya N,3610724,60000,4316,0,0,55684,12-07-2024,13-07-2024
7758,Gujarat,Vyara,4609530,Kalamkhet,3610146,36000,3069,0,0,32931,12-07-2024,12-07-2024
7759,Gujarat,Vyara,4610165,kalibel bajarfaliyu,3610719,60000,4316,0,0,55684,12-07-2024,12-07-2024
7760,Gujarat,Waghodia,1951075,Koyali valu faliyu Meghakui,3611149,85000,5785,26,1308,77881,12-07-2024,12-07-2024
7761,Gujarat,Waghodia,2610401,Gajrawadi pratapnagar,3606729,85000,5785,334,19505,59376,12-07-2024,12-07-2024
7762,Gujarat,Waghodia,4609735,Chaturai Nagar GIDC,3610833,60000,4316,0,0,55684,12-07-2024,12-07-2024
7763,Gujarat,Zalod,2303528,Talgam Faliyu Raypura SR,3611275,100000,6594,21,15102,78283,12-07-2024,12-07-2024
7764,Gujarat,Zalod,2338762,Biyamali Nadi Faliyu AB,3610612,85000,5785,31,14725,64459,12-07-2024,12-07-2024
7765,Gujarat,Zalod,2777347,kamol faliyu kharsana MRS,3610389,85000,5785,66,23131,56018,12-07-2024,12-07-2024
7766,Gujarat,Zalod,2805836,Baria Faliyu Fulpura JV,3610255,85000,5785,0,23546,55669,12-07-2024,12-07-2024
7767,Gujarat,Dhrangadhra,4568034,devpur sp,3598841,60000,4316,0,0,55684,10-07-2024,12-07-2024
7768,Rajasthan,Chittorgarh,2093842,dhanet khurd kj,3597644,100000,6594,129,8229,85048,02-07-2024,15-07-2024
7769,Gujarat,Thasra,4578645,Heranj nagari,3599078,60000,4316,0,0,55684,03-07-2024,12-07-2024
7770,Gujarat,Khambhat,4576952,Tnkvad Undel V,3596991,50000,3797,0,0,46203,04-07-2024,12-07-2024
7771,Gujarat,Gadhada,1915146,HOLAYA G,3603034,65000,4707,2,2370,57921,06-07-2024,12-07-2024
7772,Gujarat,Morbi,975229,BODKA  R,3603553,100000,6594,322,25127,67957,06-07-2024,12-07-2024
7773,Gujarat,Nadiad,1037903,KOT GAM A,3604550,85000,5785,47,32965,46203,07-07-2024,12-07-2024
7774,Gujarat,Anand,4176419,Amroll Sarshvati Nagar A,3604774,60000,4316,0,0,55684,08-07-2024,12-07-2024
7775,Gujarat,Botad,1360842,sarva ABK,3600554,75000,5245,527,35215,34013,08-07-2024,12-07-2024
7776,Gujarat,Gadhada,570740,TATAM RAMJIMANDIR-AK,3606483,85000,5785,634,30687,47894,08-07-2024,12-07-2024
7777,Gujarat,Kheda,4521048,Samaspur A,3605579,60000,4316,0,0,55684,08-07-2024,12-07-2024
7778,Rajasthan,Bagidora,1280421,Kalal Mohalla Malana,3604906,85000,5785,47,16670,62498,09-07-2024,13-07-2024
7779,Gujarat,Kapadvanj,4462722,Kosam Rodpase,3601627,40000,3278,0,0,36722,09-07-2024,12-07-2024
7780,Gujarat,Kapadvanj,4600788,Salod,3607032,50000,3797,0,0,46203,09-07-2024,12-07-2024
7781,Gujarat,Kheda,2509184,Varsang Darji Faiyu M,3607626,85000,5785,428,26110,52677,09-07-2024,12-07-2024
7782,Gujarat,Nadiad,4584171,JESAPURA M,3604097,60000,4316,0,0,55684,09-07-2024,12-07-2024
7783,Rajasthan,Bagidora,4599187,Bamaniya wata,3606413,40000,3278,0,0,36722,10-07-2024,13-07-2024
7784,Gujarat,Gadhada,2291109,GADHADA SAMDHIYALA C,3607710,85000,5785,24,11074,68117,10-07-2024,12-07-2024
7785,Rajasthan,Hanumangarh,1431539,satipura c,3608812,85000,5785,509,27470,51236,10-07-2024,15-07-2024
7786,Rajasthan,Kherli,4551018,Toder Bass Laxmangad Ar,3589295,50000,3797,0,0,46203,10-07-2024,13-07-2024
7787,Gujarat,Botad,2262623,botad bhagvanpra rr,3609930,100000,6594,42,11719,81645,11-07-2024,15-07-2024
7788,Gujarat,Dhanpur,1645392,Chilakota Goradi Family A xzy,3609983,100000,6594,647,33665,59094,11-07-2024,15-07-2024
7789,Jharkhand,Giridih,4464090,khukhra,3607127,40000,3278,0,0,36722,11-07-2024,13-07-2024
7790,Rajasthan,Mandalgarh,1117302,Rajgarh dd3,3608851,100000,6594,23,32292,61091,11-07-2024,15-07-2024
7791,Uttar Pradesh,Mawana,4306249,Rahamapur  tow,3592428,50000,3797,0,0,46203,11-07-2024,13-07-2024
7792,Haryana,PATAUDI,1297856,kherki AB,3608584,100000,6594,384,24543,68479,11-07-2024,15-07-2024
7793,Rajasthan,Suratgarh,2931474,khosewala new canter Ab,3609587,65000,2737,12,17305,44946,11-07-2024,15-07-2024
7794,Rajasthan,Bhopalgarh,3061972,neta raju ram soyla,3610333,85000,5785,81,19034,60100,12-07-2024,15-07-2024
7795,Jharkhand,Chandankiyari,4090062,MADHURAND,3605909,40000,3278,0,0,36722,12-07-2024,13-07-2024
7796,Rajasthan,Didwana,4537146,BHADALIYA PK,3590727,50000,3797,0,0,46203,12-07-2024,13-07-2024
7797,Uttar Pradesh,Fatehabad,4610610,jarari abc,3610589,50000,3797,0,0,46203,12-07-2024,13-07-2024
7798,Uttar Pradesh,Firozabad,4561151,BASAI MOHAMMADPUR chok ke pass,3592260,50000,3797,0,0,46203,12-07-2024,13-07-2024
7799,Uttar Pradesh,Govardhan,4597125,Mahrauli B,3610863,40000,3278,0,0,36722,12-07-2024,13-07-2024
7800,Uttar Pradesh,Govardhan,4610478,Mahrauli B,3610862,50000,3797,0,0,46203,12-07-2024,13-07-2024
7801,Madhya Pradesh,GUNA,4471617,ANANDPUR A,3604165,40000,3278,0,0,36722,12-07-2024,13-07-2024
7802,Rajasthan,Jhalawar,4605133,MOHAMMAD PURA,3608921,60000,4316,0,0,55684,12-07-2024,13-07-2024
7803,Gujarat,Kapadvanj,2458846,Dasalvada AB,3611448,85000,5785,354,20710,58151,12-07-2024,15-07-2024
7804,Gujarat,Kapadvanj,4592797,Pirojpur Kpd,3608957,50000,3797,0,0,46203,12-07-2024,13-07-2024
7805,Uttar Pradesh,Khatauli,4581534,mubarakpur Budhana,3608184,40000,3278,0,0,36722,12-07-2024,13-07-2024
7806,Uttar Pradesh,Khatauli,4582439,mubarakpur Budhana,3610093,50000,3797,0,0,46203,12-07-2024,13-07-2024
7807,Uttar Pradesh,Khatauli,4600766,mubarakpur Budhana,3608188,50000,3797,0,0,46203,12-07-2024,13-07-2024
7808,Rajasthan,Kherli,2756068,Mali mohalla dayalpura A,3611499,85000,5785,494,28928,49793,12-07-2024,15-07-2024
7809,Haryana,KOSLI,3164762,Nangal Rewari,3610179,85000,5785,22,31477,47716,12-07-2024,15-07-2024
7810,Rajasthan,Losal,3192637,Bjadhan Ki Dhani Bhilunda DK,3605771,85000,5785,111,31089,48015,12-07-2024,15-07-2024
